82791602801;Sally Richardson;2;0;0;0
31041876491;Terry Byrd;4;0;0;0
94343933024;Jerry Reyes;2;1;1;1
80394525388;Sean Hamilton;2;1;1;0
82607656168;Peter Pratt;2;1;1;1
55305709687;Allen Mack;1;1;0;0
43018210077;Lucille Snyder;4;1;0;1
77303530169;Bill Hawkins;2;0;1;0
10906625726;Brian Coleman;1;0;1;0
22815618605;Maud Fuller;0;0;1;0
85078996761;Chase Stewart;3;0;0;1
18248067602;Jason Adkins;0;1;1;1
83279170567;Frank Boone;5;0;0;0
69615966576;Jordan Briggs;1;1;1;0
15214207000;Jonathan Owen;5;1;0;1
82215434201;Leroy Warner;4;0;1;1
62146653868;Alfred Hayes;2;0;1;1
53118129310;Tommy Rogers;0;1;1;0
23390377433;Addie Bass;1;1;1;0
16153366481;Lulu Andrews;0;1;1;0
55314956845;Essie Black;1;0;1;1
40742402207;May Cain;5;0;0;1
18423884872;Jeffery Francis;0;0;1;0
86113499626;Kate Blake;2;0;0;1
94621831399;Loretta Barton;3;1;1;0
68588434008;Willie Williams;3;0;0;0
56917648884;Eddie Santos;3;0;0;0
52634093896;Norman Wilkins;1;1;0;0
94075526917;Jesus Lambert;1;1;1;1
81908947497;Ada Berry;1;1;0;0
57600003570;Cecelia Jacobs;3;1;0;0
38346562080;Nancy Hanson;0;1;1;0
41364859807;Richard Howell;1;1;0;0
72336686554;Ricky Lee;0;0;1;0
61578660122;Dora Crawford;3;1;1;0
44617546189;Barry Dawson;1;1;1;0
14975026597;Dylan Jenkins;0;0;0;0
32247683045;Josie Morales;0;1;1;0
50010941606;Carlos Murray;0;1;0;1
20406102198;Alice Barker;2;0;1;1
74187079831;Jim Maldonado;0;0;1;0
41791319351;Miguel Arnold;4;0;1;1
66324652181;Eleanor Cannon;0;0;0;1
63206436761;Ryan Ingram;5;0;0;0
85202818262;Katherine Cooper;0;0;1;1
23165965250;Jennie Caldwell;3;0;0;0
19364923855;Charlie Goodman;4;0;1;1
79190036875;Blake Riley;1;1;0;0
55499512310;Winnie Atkins;4;0;0;0
38496361438;Troy Benson;3;0;1;0
61743714416;Clarence Carpenter;0;1;0;1
48228637195;Ora Cortez;0;0;0;0
76809522999;Mark Vaughn;2;1;0;1
29472011080;Estelle Watts;0;1;1;0
51913208400;Kenneth George;0;0;0;0
52049200641;Effie Cooper;1;1;1;0
22617991520;Herman Moran;4;0;1;0
18230433488;Eddie Cruz;3;1;0;1
85772693883;Leona Mitchell;3;0;1;0
24019222029;Ian Clayton;3;1;1;1
98388060724;Ella Carson;2;0;0;1
90384116000;Rosie Todd;4;0;1;1
83228003124;Rena Crawford;0;0;1;1
28997678280;Cornelia Soto;4;1;0;0
65215614997;Glenn Pittman;4;1;1;1
56732434640;Henrietta Osborne;0;0;1;0
76883207716;Margaret Lucas;5;0;1;0
20942484029;Lawrence Brooks;1;0;0;0
18037306410;Joel Goodman;5;1;0;1
70596660790;Hannah Rose;4;0;0;0
77240407616;Edith Campbell;5;0;0;1
39898970715;Augusta Campbell;5;1;1;1
13107187682;Hallie Walsh;3;0;0;1
12984275330;Cody Wilson;5;1;0;0
41966286481;Lela Goodman;3;1;0;0
23523637481;Blanche Colon;3;0;1;0
74417750009;Hannah Potter;3;1;1;0
55217447974;Jeremiah Wagner;0;0;0;0
10910681350;Emma Carpenter;0;1;0;0
81455866156;Larry Stanley;3;1;1;0
59223510287;Ruth Freeman;4;1;1;0
77727611808;Charles Hunt;0;1;1;1
97134581330;Mollie Norton;0;1;0;0
65579165480;Christopher Robbins;4;1;1;1
30165232994;Lucille Hall;0;0;1;0
19371366478;Nathan Conner;4;0;0;1
61537038958;May Kelly;0;0;1;1
21892848724;Viola Coleman;3;0;1;0
30423478001;Ronald Schneider;3;1;1;1
19529459505;Loretta Doyle;0;1;0;0
31999554604;Hester Sutton;2;1;0;0
96744593080;Lou Morton;2;0;1;1
46474989130;Leroy Dixon;1;1;1;0
35991719551;Flora Silva;3;1;1;1
22018041258;Helena Ortiz;3;0;0;1
83802963709;Marion Barber;4;0;0;1
58563316133;Francisco Butler;5;0;1;1
47326973806;Danny Brown;5;0;0;0
97990821702;Jeffery Hayes;2;1;1;0
38470383620;Eugene Walters;2;0;1;1
46282757347;Mildred Price;5;1;1;1
98422439662;Sean Graham;1;0;1;0
71152730495;Connor Harrison;4;1;1;0
84902851440;Tommy Andrews;4;0;1;0
61255953667;Leon Burke;3;1;1;1
31844743640;Ella Padilla;4;1;1;1
45121449437;Travis Pope;2;1;0;0
73825247600;Nina Harper;1;1;1;1
87505724401;Lillian Zimmerman;4;0;1;1
38389571056;Ophelia Atkins;5;0;1;0
77631450480;Sally Carlson;4;1;1;0
67400543474;Linnie Copeland;2;1;0;1
17319752018;Mason Quinn;1;0;1;0
14316827642;Adeline Reese;3;0;0;0
64795711771;Max Gonzalez;5;1;1;1
30660448904;Peter Dawson;1;0;0;0
93249534510;Lenora Vega;1;1;1;0
27648837650;Hannah Sparks;2;0;1;1
98832445174;Rosalie Thornton;2;1;1;0
55844248546;Johanna Oliver;2;1;1;1
95195395578;Eric Ballard;5;0;1;1
64990358902;Nicholas Benson;0;0;0;1
90519005899;Tommy Parsons;3;1;1;0
98507846874;Clyde Tucker;2;0;1;1
48597106140;Carrie Bass;5;1;0;1
80495814547;Donald Mack;2;0;1;0
93423981547;Rena Kelley;5;1;1;1
77115467935;Ella Ross;1;1;0;0
90966233980;Cordelia Lawrence;2;0;1;0
58163322608;Mary Scott;3;1;1;0
64960321229;Nelle Mathis;2;0;1;1
37090776131;Alice Vega;4;0;0;1
57226626152;Curtis Nelson;3;1;0;1
72440297640;Essie Lamb;2;0;0;0
45173108762;Erik Webb;1;1;0;0
60801070406;Hettie Bowers;2;1;0;1
16574881366;Winnie Lawrence;5;1;1;0
22231729890;Ethan Fields;4;1;1;1
14323211880;Bill Edwards;5;0;1;0
98320489156;Dean Vaughn;5;1;0;0
74249916804;Albert Santos;5;1;1;0
87711791275;Don Patrick;2;0;1;1
34387124237;Michael Doyle;3;1;1;0
92033906930;Clarence Kennedy;0;0;1;1
41898008990;Larry Abbott;1;0;0;0
64599011045;Logan Hunt;2;1;1;0
89424841078;Rose Lucas;5;1;1;1
42158161493;Abbie Olson;3;1;0;0
71196007705;Eddie Ramos;0;1;0;0
91357592248;Clifford Griffith;0;0;0;1
90553429043;Trevor Rodriquez;0;0;0;1
40914478486;Francisco Henderson;3;1;1;1
48494528688;Randall Yates;0;1;1;1
52146573155;Cora Castro;3;1;1;1
43274988073;Francisco Wright;1;0;0;1
81292398337;Lizzie Saunders;2;0;1;0
17903433806;Lettie Rivera;2;1;0;1
72644883571;Leah Andrews;2;0;0;1
46305745307;Virginia George;1;1;0;1
80760139091;Amelia Francis;2;0;1;1
38420762075;Isabelle Cruz;1;0;1;1
68005981350;Glenn Bowman;2;1;0;0
82859013601;Sue Zimmerman;0;1;1;1
39342401864;Ricky Gardner;5;1;1;1
73429249627;Carlos Burgess;4;1;1;1
50540674346;Eric King;2;1;1;0
20173917275;Olga Santiago;5;1;0;1
44879454370;Charles Reid;0;1;1;1
69143718817;Victoria Walton;4;1;0;0
13994641241;Violet Alexander;2;0;0;0
24085567594;Francisco Saunders;0;0;0;0
81017804672;Bertha Stone;5;1;1;1
23325625835;Elizabeth Woods;1;0;1;1
10511956088;Mattie Gregory;2;0;1;1
81594331669;Edith Luna;5;0;0;1
17483604263;Lloyd Richards;1;1;0;1
40603234704;Rodney Higgins;1;0;1;0
98485098870;Frederick Sparks;0;0;1;1
66609837910;Virgie Garza;4;0;0;0
83998095004;Todd Burke;4;0;0;0
91070973440;Lily King;0;1;0;1
61265820040;Jon Kennedy;0;1;1;0
15919460261;Lola Christensen;2;0;1;1
99608641543;Russell Dawson;2;0;1;0
67609893412;Rosetta James;4;0;1;1
34045842799;Lillie Swanson;0;0;1;1
88596247467;Hunter Day;5;0;1;0
15080053038;Fanny Santos;1;0;0;0
39165309685;Adam Day;4;1;0;1
63880710236;Lora Herrera;5;1;0;1
52897636602;Henrietta Rogers;4;1;0;0
43929997770;Lewis Jordan;1;0;1;0
75925984420;Cornelia Fuller;3;1;0;0
33563072744;Ella Schmidt;2;1;0;0
69899727008;Mayme Guzman;4;0;0;0
16243935434;Vernon Lamb;4;1;1;0
14852777608;Ellen Carroll;0;1;1;1
95044722227;Warren Pena;3;0;0;0
28604657231;Harriet Maxwell;4;0;1;1
91357334460;Isabel Ingram;3;1;1;0
54425093704;Tillie Vargas;1;0;0;0
54545386717;Oscar Terry;2;1;0;0
73014442496;Juan Morrison;4;0;1;0
67201366580;Belle Holmes;5;0;1;1
77272024798;Phoebe Hunt;4;1;0;0
19535624423;Ethel Lopez;2;0;0;0
27588852631;Nellie Nelson;5;1;0;0
47982572650;Linnie McCormick;1;1;0;0
70552241440;Lily Price;5;1;0;0
35791383754;Mildred Ray;4;0;1;0
50689163665;Bobby Carroll;4;0;1;1
19418334976;Melvin Hampton;2;1;1;1
16035045596;Joshua Bradley;3;0;1;1
62307650121;Gabriel Mullins;2;0;0;1
89689165518;Carl Simon;1;1;1;1
77154941944;Marian West;3;0;1;0
62086521111;Clyde Mills;2;0;0;0
83250371998;Martha Reynolds;3;0;0;0
71732508208;Ann Harvey;1;1;1;0
49383406828;Jorge Wolfe;5;0;1;0
61944426892;Earl Chambers;3;1;1;0
15093864242;Lela Reeves;3;0;1;1
15714144600;Maria Obrien;5;1;0;0
15263008503;Francisco Ramsey;4;1;0;1
61097004520;Catherine Lawrence;2;1;0;1
80155569619;Mamie Wagner;3;1;1;1
15091820124;Michael Mitchell;2;0;1;0
89762552911;John Murphy;1;1;0;0
40612228800;Hilda Ellis;0;0;0;1
75350396188;Polly Murphy;3;0;1;0
12630826619;Rebecca Colon;5;1;0;0
45558512342;Larry Clayton;3;1;1;1
79880441508;Peter Bowen;0;1;1;0
75252503320;Loretta Hawkins;4;0;0;1
39573001268;Tony Hayes;4;1;1;1
46525586780;Frank Ross;5;1;0;0
88251377455;Eliza Austin;2;1;1;0
48718093663;Lou Howard;4;0;1;1
32336616815;Lelia Haynes;3;1;1;0
58074269086;Connor Hawkins;4;0;1;1
16456990130;Christian Rogers;1;0;1;0
50613674804;Joseph Wells;5;1;1;1
44527811525;Andre Price;4;1;1;0
13373925967;Mary Hale;2;0;1;1
23191546634;Virginia Ferguson;2;0;0;1
43479301789;Katie Colon;5;1;1;1
37894952125;Steve Gonzales;2;0;0;1
23618334338;Eric Hale;4;1;0;0
43873907194;Billy Erickson;0;0;0;0
92744785008;Patrick Griffin;2;1;1;0
54157414101;Tom Sanchez;1;0;0;1
31602405506;Maurice McGee;0;0;0;1
33312213924;Douglas Dixon;5;0;0;1
79221250202;Bernice Tyler;4;0;1;1
39412907621;John Carroll;3;0;0;0
49331229542;Edith Freeman;2;0;0;1
48831242075;Katherine Hill;1;0;1;0
67751433973;Mildred Black;0;0;1;1
16104362028;Peter Barnes;5;0;0;0
97116454918;Nannie Park;2;1;0;0
14443804277;Austin Francis;4;0;1;0
37826299578;Ina Rodgers;5;0;1;1
17370343790;Maggie Lawson;3;0;1;0
95201845118;Jerome Brooks;1;1;1;1
33160557030;Jimmy Buchanan;4;1;0;1
15130651308;Lenora McGee;5;1;0;0
39537893251;Stephen Hall;3;0;0;1
40782542174;Ethel Chapman;4;1;1;0
32734648954;Iva Walker;1;1;0;1
53163578764;Amelia Green;2;1;1;1
88903564308;Belle Rose;2;1;1;1
23368427504;Cordelia Ball;3;1;1;0
60913755044;Barry Hansen;0;0;0;0
23658239204;Lee Harvey;2;0;1;0
42926416768;Marie Munoz;4;0;0;0
21330752082;Andrew Stevens;2;0;0;1
70566052652;Theodore Davidson;3;0;1;1
12340218705;Seth Owen;5;1;1;0
92071461851;Essie Bowen;2;1;0;1
27617702779;Harvey Zimmerman;4;1;1;0
52260617492;Floyd Jennings;3;1;0;1
91473485770;Nellie Horton;4;1;0;0
55888645818;Inez Singleton;3;0;1;1
47867443606;Ellen Harper;2;1;1;0
31192981901;Ryan Brewer;4;0;0;1
81028421052;Daisy Stokes;5;0;1;1
22246298342;Vernon Jones;5;0;0;1
10659191237;Violet Jordan;4;1;0;0
45839595675;Sylvia Becker;1;1;1;0
90241771544;Gavin Bishop;3;0;1;1
97694344504;Iva Lamb;4;1;0;0
30499943554;Madge Haynes;0;0;1;0
42613731656;Johanna Mullins;1;1;1;1
35220161733;Addie Delgado;2;1;1;0
53630464823;Mathilda Haynes;0;1;0;0
78630690410;Don Freeman;3;1;1;0
43243331064;Lucas Jones;0;0;0;0
49325966263;Floyd Watts;5;1;1;0
80213368706;Rosie Weber;5;0;0;1
18060895303;Sally Reid;0;0;0;0
13941408437;Evan Moody;0;0;1;1
97112409985;Billy Gill;3;1;1;1
90883685205;Randy Singleton;5;0;1;0
90710328257;Gregory Banks;4;1;1;1
13841220606;Leroy Benson;2;0;1;1
40788986619;Marcus Mills;2;0;1;1
70688650465;Lucas Hart;0;0;0;1
19653974769;Augusta Soto;0;0;1;1
46294833493;Francis Bailey;5;1;1;0
28082155680;Lee Jennings;2;1;1;0
78765176847;Ronald Maxwell;4;0;0;1
46491023249;Henrietta Fowler;4;1;0;1
75679971933;Hunter Pratt;3;1;0;1
88486659183;Lewis Jimenez;3;1;1;1
54855837504;Ophelia Riley;4;0;0;1
22970318318;Bobby Mack;5;0;1;1
81937653625;Henrietta Fields;3;1;1;0
69502899954;Hattie Lindsey;4;1;0;1
74008863125;Florence McDaniel;0;1;0;0
52132135967;Maud Cox;5;1;1;1
92884352805;Rebecca Sanchez;2;1;1;0
38878701904;Leila Cortez;5;0;0;0
94942946379;Nathaniel Allen;0;0;0;0
42492877264;Loretta Bryant;5;0;0;0
55469234150;Vincent Goodman;3;1;0;1
68403620861;Cory Aguilar;2;0;0;0
80754695859;Amy Bennett;1;0;1;1
35693593282;Frederick Kennedy;0;1;1;1
70027774244;Linnie Henry;5;0;1;0
64295726257;Philip Nelson;4;1;0;0
78087420829;Addie Quinn;0;0;0;0
31240086342;Ethel George;0;0;1;1
32126849848;Sophie Rhodes;0;1;0;0
84010566590;Blanche Webb;2;0;1;1
23676294394;Luis Howard;3;1;0;1
55148207345;Ruth Weber;2;1;0;1
10589800418;Travis Reyes;0;1;0;1
65178317467;Russell Burke;3;1;1;1
44026223019;Jason Paul;5;0;0;0
90403995221;Jacob Edwards;4;1;1;0
20339770643;Ada Buchanan;4;1;0;1
12592323520;Augusta Vaughn;5;1;0;0
64364357600;Wayne Morgan;3;0;1;0
27757440017;Allen Hoffman;4;0;1;1
21476594791;Cameron Houston;4;1;0;0
61203321384;Douglas Simmons;3;0;0;1
54819971425;Allen Johnston;0;0;1;1
54127072466;Christina Douglas;3;1;0;1
80364324120;Frederick Atkins;1;1;1;0
40660146401;Esther Pittman;2;1;0;1
96693036643;Clifford Curry;3;1;1;1
73740430907;Travis Pearson;1;1;0;0
75317103070;Rosa Walker;2;1;0;0
38081232818;Randy Harvey;0;1;1;1
25176542390;Manuel Holmes;0;1;0;0
75062706335;Jack Benson;0;0;1;1
12169463615;Violet Pratt;3;1;1;1
58390808021;Ethel Curry;4;0;0;1
45241094121;Allie Robertson;3;1;1;0
45437599749;Lou Parker;4;1;1;0
60034290702;Dora Mathis;2;0;1;0
44995057129;Maud Sutton;1;1;0;1
49626200456;Ola Schwartz;5;1;1;1
81999107128;Ola Rodgers;5;1;1;0
49994734610;Justin Perkins;0;0;1;0
57525090416;Leon Hines;2;1;0;1
24364173347;Jeremiah Gill;0;1;0;1
91669405320;Jane Farmer;3;1;1;1
74810364704;Bryan Campbell;5;1;1;1
99707630086;Justin Buchanan;2;1;0;1
22380517835;Ricardo Walters;1;0;0;0
26759336194;Herbert Cohen;0;0;0;0
35476676902;Carolyn Davidson;3;1;1;0
83604867860;Mike Chambers;2;0;1;1
41792365241;Claudia Richardson;2;1;0;0
90292029209;Mabelle Kelly;3;0;0;1
74514344192;Katharine Soto;3;1;1;0
77185506212;Winifred Christensen;5;0;1;1
31016282451;Milton Moore;5;0;1;0
94265912737;Sophie Lawson;2;0;0;1
23583649400;Jeremiah Nash;1;1;0;1
36627623315;Theresa Carpenter;1;1;1;0
55329268915;Mildred Mendoza;5;1;0;0
39367627750;Blanche Thornton;4;0;1;1
67602689461;Sadie Allen;3;1;0;0
14346989985;Dylan Howard;3;0;1;1
55922983237;Lester Martinez;4;1;1;0
94045616900;Lula Ramos;1;1;1;0
68834024206;Sarah Butler;4;1;0;0
48613587879;Adrian Montgomery;5;0;0;1
52978743786;Leona Allen;0;0;0;1
52198992361;Mollie Gomez;2;1;0;0
29937223369;Vera Garza;5;1;1;0
98588623269;Max Gregory;4;1;0;0
40369704452;Roxie Allen;1;0;0;1
75344713380;Rhoda Robertson;2;0;0;0
62966123036;Fred Moran;2;0;1;0
82365250408;Larry Gray;2;0;0;1
77762705201;Don Thornton;4;0;0;1
63951504218;Garrett Baker;1;0;1;1
46839147940;Chester Strickland;4;1;0;1
63150566010;Ruth Rodriquez;2;0;1;0
79316707528;Sue Nelson;0;0;0;0
80656694092;Lydia Higgins;1;1;0;0
28279628614;Troy Tate;5;0;1;0
79933700510;Lloyd Castro;5;1;1;1
48263753953;Larry Daniels;2;0;1;0
91712235176;Leona Lindsey;1;1;0;0
96288867462;Bryan Wallace;2;0;1;1
34884512910;Luis George;5;0;0;1
10548362211;Barbara Alvarez;3;1;0;0
34983957260;Genevieve Stanley;5;1;1;0
37374525559;Lawrence Stanley;4;0;0;1
50975181360;Benjamin Summers;1;0;0;0
31853950262;Ann Olson;3;0;0;1
33406667333;Amy Moody;5;1;1;1
89665788027;Edna Owens;1;1;0;1
20258572680;Ethel Sherman;5;1;1;0
24396417748;Andre Poole;1;0;0;1
45647744761;Allie Chandler;4;1;1;1
11602107211;Isabella Simon;1;1;0;0
30318556391;Tyler Newman;3;1;1;0
32835381155;Bradley Barrett;1;1;0;0
36196776975;Alfred Jacobs;0;0;1;0
56728886230;Etta Doyle;3;0;0;1
70181525348;Curtis Carr;5;1;1;1
96822112715;Rosa Burke;2;1;1;1
36888053644;Cole Burgess;0;0;1;1
53235163301;Mitchell Hubbard;3;0;0;1
66447651817;Eugene Jenkins;3;1;0;1
37325906234;Alvin Brock;1;0;0;1
92149093693;Mabel Allen;1;1;0;0
99422800900;Lily Marsh;1;0;0;0
67064778181;Aaron Ballard;3;0;1;0
57426764761;Calvin Lopez;2;0;0;0
60433083395;Jay Arnold;1;0;1;0
57310915798;Edith Harrington;0;0;0;1
74672574814;Rose Ward;4;1;1;0
21087999154;Rosalie Cooper;1;0;1;1
87668988890;Marcus Howell;2;1;0;0
66083235812;Sadie White;4;1;1;1
64210748048;Chester Nelson;2;0;0;0
97756749308;Rodney Wise;4;0;0;1
43949511270;Lottie Taylor;5;0;1;0
48065225624;Elnora Maldonado;4;0;1;1
27994786545;Verna Carter;5;0;1;0
24824466784;Mattie Harrison;2;0;0;1
78962041936;George Long;3;0;0;0
76734672913;Lawrence Elliott;3;0;1;0
16963037108;Luke Cole;4;0;1;0
85678925202;Ethel Reynolds;0;0;1;0
52707550418;Rosa Watkins;1;0;1;0
67968832683;Nellie Silva;0;0;1;1
42114960501;Myrtie Aguilar;3;1;0;1
62349397084;Sophie Hill;5;0;1;0
26520591653;Bertie Palmer;0;0;0;1
40315184809;Devin Mendoza;3;0;1;0
53119930571;Loretta Ford;2;0;1;0
33927807826;Lula Osborne;1;0;1;1
58098103145;Isaac French;0;0;1;0
83111587622;Minnie Osborne;0;0;0;1
21375700332;Jeffrey Hunter;0;1;0;1
48477071764;Belle Snyder;3;0;0;1
39841215632;Iva Brooks;0;0;1;0
97558606659;Etta Greer;2;1;1;0
18399268488;Hallie Peterson;4;0;1;0
35561156110;Ethan Coleman;0;0;0;1
70309747350;Jack Evans;3;1;1;1
93548416438;Jose Day;0;1;0;0
71420866885;Jesus Riley;4;0;1;0
76095751438;Eddie Diaz;4;1;0;0
24993213182;Phillip Morris;3;1;1;1
99170573409;Eva Garner;5;0;1;1
36727428808;Catherine Gibbs;0;0;1;1
79564508886;Anthony Wise;2;1;1;0
47391359068;Eula Gross;5;0;0;1
32561806804;Allie Gregory;2;1;1;0
88885869890;Marcus Murphy;5;0;0;1
88131551156;Loretta Robertson;0;1;1;1
38734099689;Owen Reid;3;0;1;0
55357058610;Sophie Vasquez;4;1;1;0
27860070707;Bernard Phillips;2;1;0;0
60153380594;Richard Stanley;3;1;1;0
46272126158;Lelia Logan;0;1;1;1
80768726425;Roxie Casey;0;0;0;0
84618355654;Margaret Clarke;3;0;0;0
34180260956;Vernon Wong;1;1;0;0
67307840324;Fannie Dennis;0;1;1;1
14715381176;Celia Marsh;5;0;0;0
40906173167;Kyle Gregory;4;1;1;0
30117898430;Leon Nguyen;4;0;1;0
14190985198;Mattie Mann;4;1;1;1
50744767040;Georgie Oliver;2;1;0;1
62989895957;Harriett Chambers;2;1;0;1
14557401104;Patrick Phillips;4;1;0;0
54707535496;Esther Cunningham;1;0;0;1
25733676221;Tillie Garner;0;0;0;1
67915533754;Dora Miles;2;0;1;1
46390904479;Bryan Torres;3;0;0;1
39665957104;Roxie Moore;4;1;1;0
92433630347;Effie Hardy;3;1;0;1
54514719323;Dollie Stanley;4;0;1;1
85413625316;Myra Cunningham;5;1;1;1
15313806033;Adam Gibbs;3;1;0;1
40867285591;Marc Brooks;4;0;0;1
70685712044;Myrtle Griffin;4;1;1;1
53536976930;Joshua Sullivan;2;0;1;1
41241403805;Gilbert James;2;1;1;0
62550451619;Mattie Hunt;5;0;0;0
24958037926;Vernon Ford;0;0;0;1
93958784607;Landon Thomas;5;1;1;0
51429314915;Emily Jackson;2;0;1;0
64988379264;Iva Matthews;1;0;0;1
95193708030;Micheal Sims;2;0;1;0
12741044597;Christina Weaver;5;0;1;1
65251516940;Jesse Hubbard;1;0;1;1
61222319756;Jeremy Newman;5;0;0;1
12204945692;Jean Hernandez;2;1;1;1
59072489047;Bessie Cortez;5;1;1;1
22940250910;Jesus Tyler;2;1;0;1
84219007300;Lucinda Alexander;4;1;0;0
68253315660;Jerome Watts;4;1;0;0
65594366164;Nannie Hoffman;3;1;1;1
62642243320;Edwin McKenzie;0;1;1;0
51302968424;Lelia Stephens;1;0;1;1
71904766285;Adam Meyer;4;0;0;0
74248446014;Cecelia Warren;5;1;0;1
46180677565;Jesus Hughes;0;0;1;0
32170027688;Scott Weber;2;0;1;1
34856973380;Juan Hines;2;1;0;0
31657682773;Beulah Baker;1;0;0;0
64646273098;Sylvia Rowe;5;1;0;1
52494965390;Evelyn Craig;0;0;1;0
58465594090;Joshua Weber;3;0;1;1
46300469255;Carl Walker;2;0;0;0
10842339248;Alfred Aguilar;0;0;0;0
42446445209;Georgie Fowler;2;1;0;0
54839574588;Melvin Henderson;0;1;1;1
15404840501;Sylvia Boone;1;0;0;1
20083014438;Eric Thompson;0;0;1;1
41081378760;Jack Vega;5;0;1;1
92938857004;Pauline Curry;3;0;0;0
14757388705;Leila Cross;4;1;1;0
89757343153;Frances Underwood;3;1;1;0
46947388368;Connor Gonzalez;2;1;1;1
78688583382;Florence Benson;2;0;0;1
49202605807;Esther Perez;1;0;1;0
55551058867;Josephine Dennis;0;1;1;1
